step,roll,pitch,yaw,position_n,position_e,position_d,velocity_u,Va,gear_deploy,throttle,elevator
454,-0.437062,-0.0293082,-0.205537,57.4153,-6.48151,0.0105341,21.9909,22.0216,1,0.876185,-0.0167802
455,-0.436808,-0.0293161,-0.206291,57.6303,-6.52984,0.01053,22.0096,22.04,1,0.833453,-0.0161567
456,-0.436561,-0.0293225,-0.207043,57.8453,-6.57837,0.010524,22.028,22.0544,1,0.792805,-0.0167076
457,-0.436321,-0.0293285,-0.207795,58.0605,-6.62708,0.0105159,22.0423,22.0644,1,0.75414,-0.0162485
458,-0.436082,-0.0293329,-0.208545,58.2757,-6.67596,0.0105049,22.0523,22.0702,1,0.71736,-0.0167921
459,-0.435844,-0.0293369,-0.209294,58.4909,-6.72501,0.0104919,22.0581,22.0722,1,0.682374,-0.0161797
460,-0.4356,-0.0293394,-0.210042,58.706,-6.77422,0.0104765,22.0601,22.0707,1,0.649094,-0.0167336
461,-0.435352,-0.0293416,-0.210789,58.9211,-6.82359,0.01046,22.0586,22.066,1,0.617437,-0.0162492
462,-0.435095,-0.0293424,-0.211534,59.1361,-6.87309,0.0104423,22.0539,22.0585,1,0.587324,-0.0168173
463,-0.434828,-0.0293428,-0.212279,59.351,-6.92274,0.0104248,22.0464,22.0485,1,0.55868,-0.0161723
464,-0.43455,-0.029342,-0.213022,59.5657,-6.97252,0.0104072,22.0364,22.0361,1,0.531433,-0.016712
465,-0.434261,-0.0293411,-0.213765,59.7803,-7.02243,0.0103907,22.024,22.0216,1,0.505515,-0.0162824
466,-0.433958,-0.029339,-0.214506,59.9947,-7.07247,0.0103751,22.0095,22.0053,1,0.480861,-0.016785
467,-0.433643,-0.0293368,-0.215247,60.2088,-7.12262,0.0103613,21.9932,21.9879,1,0.506179,-0.0162127
468,-0.433314,-0.0293337,-0.215986,60.4228,-7.1729,0.0103492,21.9759,21.9715,1,0.530263,-0.0167802
469,-0.432973,-0.0293307,-0.216725,60.6366,-7.22329,0.01034,21.9595,21.9567,1,0.553173,-0.0162136
470,-0.432621,-0.0293267,-0.217462,60.8502,-7.27382,0.0103334,21.9447,21.9437,1,0.574965,-0.016783
471,-0.432261,-0.029323,-0.2182,61.0636,-7.32447,0.01033,21.9317,21.9324,1,0.595694,-0.0162054
472,-0.431893,-0.0293183,-0.218936,61.277,-7.37525,0.0103289,21.9205,21.9229,1,0.615412,-0.0167703
473,-0.431522,-0.029314,-0.219672,61.4902,-7.42617,0.0103304,21.911,21.9152,1,0.634169,-0.0162117
474,-0.431146,-0.0293089,-0.220407,61.7032,-7.47723,0.0103336,21.9033,21.9091,1,0.65201,-0.0167839
475,-0.430769,-0.0293041,-0.221142,61.9162,-7.52844,0.0103385,21.8972,21.9047,1,0.668982,-0.0161898
476,-0.430391,-0.0292984,-0.221876,62.1292,-7.57979,0.0103442,21.8928,21.9019,1,0.685126,-0.0167479
477,-0.430015,-0.0292932,-0.222611,62.342,-7.63129,0.0103509,21.89,21.9007,1,0.700483,-0.0162174
478,-0.429639,-0.0292871,-0.223344,62.5549,-7.68294,0.0103576,21.8888,21.901,1,0.71509,-0.0168004
479,-0.429268,-0.0292813,-0.224078,62.7677,-7.73475,0.0103646,21.8891,21.9028,1,0.728985,-0.0161539
480,-0.428898,-0.0292747,-0.224811,62.9805,-7.78672,0.0103709,21.8909,21.906,1,0.742203,-0.0166908
481,-0.428535,-0.0292685,-0.225544,63.1932,-7.83886,0.010377,21.8941,21.9105,1,0.754776,-0.016254
482,-0.428175,-0.0292614,-0.226277,63.406,-7.89116,0.0103821,21.8987,21.9164,1,0.766736,-0.0167578
483,-0.427821,-0.0292545,-0.227009,63.6189,-7.94362,0.0103866,21.9045,21.9235,1,0.778112,-0.0161776
484,-0.427473,-0.0292468,-0.227742,63.8317,-7.99626,0.0103898,21.9117,21.9319,1,0.788934,-0.0167402
485,-0.427133,-0.0292394,-0.228474,64.0447,-8.04908,0.0103923,21.92,21.9414,1,0.799227,-0.0161804
486,-0.426798,-0.0292311,-0.229206,64.2576,-8.10207,0.0103934,21.9296,21.9521,1,0.809019,-0.016751
487,-0.426471,-0.0292231,-0.229938,64.4707,-8.15524,0.0103936,21.9402,21.9638,1,0.818334,-0.0161541
488,-0.426151,-0.0292141,-0.23067,64.6838,-8.20859,0.0103924,21.9519,21.9765,1,0.827194,-0.0167098
489,-0.425839,-0.0292055,-0.231402,64.897,-8.26213,0.0103903,21.9647,21.9903,1,0.835621,-0.0161799
490,-0.425534,-0.0291959,-0.232134,65.1103,-8.31585,0.0103867,21.9784,22.0049,1,0.843638,-0.016762
491,-0.425238,-0.0291866,-0.232866,65.3237,-8.36977,0.0103824,21.9931,22.0205,1,0.851264,-0.0161098
492,-0.424949,-0.0291762,-0.233597,65.5373,-8.42387,0.0103765,22.0086,22.0359,1,0.809747,-0.0166433
493,-0.424668,-0.0291663,-0.234329,65.7509,-8.47817,0.0103693,22.0241,22.0476,1,0.770256,-0.0162121
494,-0.424392,-0.0291554,-0.23506,65.9646,-8.53264,0.0103593,22.0358,22.0552,1,0.73269,-0.0167057
495,-0.42412,-0.0291446,-0.235792,66.1783,-8.58728,0.010347,22.0433,22.0588,1,0.696956,-0.0161334
496,-0.423845,-0.029133,-0.236523,66.392,-8.64208,0.0103319,22.0469,22.0588,1,0.662965,-0.0166978
497,-0.423568,-0.0291218,-0.237254,66.6056,-8.69703,0.0103151,22.0469,22.0555,1,0.630632,-0.0161186
498,-0.423285,-0.0291096,-0.237985,66.8191,-8.75213,0.0102965,22.0437,22.0492,1,0.599876,-0.0166802
499,-0.422995,-0.0290979,-0.238717,67.0325,-8.80736,0.0102773,22.0374,22.0403,1,0.570619,-0.0161134
500,-0.422694,-0.0290854,-0.23945,67.2458,-8.86272,0.0102575,22.0285,22.0289,1,0.54279,-0.0154896
501,-0.422374,-0.0290748,-0.240209,67.4589,-8.91821,0.0102386,22.0171,22.0153,1,0.516318,-0.0154896
502,-0.421927,-0.0290737,-0.241024,67.6719,-8.97382,0.010221,22.0035,21.9998,1,0.491137,-0.0157529
503,-0.421225,-0.0290953,-0.24192,67.8846,-9.02954,0.0102055,21.988,21.9827,1,0.467184,-0.0213019
504,-0.420159,-0.0291501,-0.242926,68.0971,-9.08537,0.0101954,21.971,21.9644,1,0.444817,-0.0321418
505,-0.418639,-0.0292404,-0.244064,68.3094,-9.14131,0.0101961,21.9528,21.9453,1,0.423989,-0.0451376
506,-0.416604,-0.0293587,-0.245356,68.5215,-9.19735,0.0102132,21.9337,21.9261,1,0.404645,-0.0600167
507,-0.414015,-0.0294934,-0.246819,68.7334,-9.25348,0.0102503,21.9147,21.9069,1,0.386717,-0.0786231
508,-0.410843,-0.0296325,-0.248464,68.945,-9.3097,0.0103104,21.8957,21.8877,1,0.370136,-0.0940924
509,-0.407091,-0.0297586,-0.250295,69.1564,-9.36602,0.0103902,21.8767,21.8683,1,0.354839,-0.1122
510,-0.402765,-0.0298661,-0.252314,69.3676,-9.42243,0.0104877,21.8577,21.849,1,0.340765,-0.12707
511,-0.397893,-0.0299422,-0.254516,69.5785,-9.47893,0.0105961,21.8386,21.8295,1,0.327856,-0.144651
512,-0.392497,-0.0299838,-0.256897,69.7893,-9.53552,0.0107119,21.8194,21.81,1,0.31606,-0.15985
513,-0.386616,-0.0299791,-0.25945,69.9998,-9.59222,0.0108279,21.8002,21.7904,1,0.305325,-0.176582
514,-0.380282,-0.0299252,-0.262165,70.21,-9.64901,0.0109397,21.7808,21.7707,1,0.295602,-0.190732
515,-0.373531,-0.0298135,-0.265034,70.4201,-9.70591,0.0110408,21.7613,21.7509,1,0.286845,-0.206869
516,-0.366396,-0.0296416,-0.268046,70.6299,-9.76293,0.0111279,21.7416,21.7309,1,0.27901,-0.219627
517,-0.358914,-0.0294015,-0.271189,70.8394,-9.82006,0.0111949,21.7217,21.7109,1,0.272057,-0.231698
518,-0.351117,-0.0290938,-0.27445,71.0488,-9.87732,0.0112387,21.7016,21.6907,1,0.265947,-0.238624
519,-0.343043,-0.0287133,-0.27781,71.2578,-9.93471,0.0112528,21.6813,21.6705,1,0.26064,-0.245804
520,-0.334735,-0.0282658,-0.281252,71.4667,-9.99225,0.0112337,21.6608,21.6502,1,0.256103,-0.249226
521,-0.326242,-0.0277523,-0.284755,71.6752,-10.0499,0.0111763,21.6402,21.6298,1,0.252298,-0.253538
522,-0.317609,-0.0271809,-0.288299,71.8835,-10.1078,0.0110796,21.6194,21.6094,1,0.249194,-0.254946
523,-0.308888,-0.0265528,-0.291867,72.0916,-10.1658,0.010942,21.5984,21.5889,1,0.246758,-0.25779
524,-0.300117,-0.0258744,-0.295442,72.2994,-10.2241,0.0107656,21.5773,21.5684,1,0.244961,-0.257785
525,-0.291337,-0.0251455,-0.299009,72.5069,-10.2825,0.0105512,21.556,21.5478,1,0.243772,-0.259809
526,-0.282579,-0.0243717,-0.302554,72.7141,-10.3411,0.0103031,21.5347,21.5272,1,0.243164,-0.259506
527,-0.27387,-0.0235513,-0.306065,72.9211,-10.3999,0.0100234,21.5132,21.5066,1,0.243112,-0.261109
528,-0.265234,-0.0226888,-0.309531,73.1278,-10.459,0.00971709,21.4917,21.4859,1,0.243589,-0.26047
529,-0.256686,-0.0217828,-0.312943,73.3342,-10.5183,0.0093866,21.4701,21.4652,1,0.244572,-0.261603
530,-0.248242,-0.0208374,-0.316294,73.5403,-10.5778,0.00903668,21.4484,21.4445,1,0.246039,-0.260773
531,-0.23991,-0.0198512,-0.319575,73.7462,-10.6375,0.00866964,21.4267,21.4237,1,0.247968,-0.261961
532,-0.231697,-0.018828,-0.322782,73.9517,-10.6976,0.0082897,21.405,21.4028,1,0.250337,-0.260941
533,-0.223608,-0.0177662,-0.325909,74.157,-10.7578,0.00789831,21.3833,21.382,1,0.253128,-0.262244
534,-0.215643,-0.0166703,-0.328952,74.3619,-10.8183,0.00749909,21.3616,21.3611,1,0.256321,-0.261112
535,-0.207804,-0.0155384,-0.331907,74.5666,-10.8791,0.00709261,21.3398,21.3402,1,0.259899,-0.262195
536,-0.200089,-0.0143754,-0.334772,74.771,-10.9401,0.0066818,21.3181,21.3193,1,0.263845,-0.261153
537,-0.192496,-0.0131795,-0.337545,74.9751,-11.0014,0.00626674,21.2964,21.2984,1,0.268141,-0.262404
538,-0.185022,-0.0119554,-0.340223,75.1789,-11.063,0.0058497,21.2748,21.2774,1,0.272772,-0.261154
539,-0.177663,-0.0107014,-0.342805,75.3823,-11.1248,0.00543005,21.2532,21.2565,1,0.277723,-0.26226
540,-0.170415,-0.00942253,-0.34529,75.5855,-11.1869,0.00500976,21.2316,21.2356,1,0.282979,-0.261205
541,-0.163275,-0.00811708,-0.347679,75.7884,-11.2493,0.00458795,21.2101,21.2147,1,0.288526,-0.262435
542,-0.156238,-0.00678967,-0.34997,75.991,-11.3119,0.00416617,21.1887,21.1938,1,0.294352,-0.261275
543,-0.149299,-0.00543886,-0.352164,76.1933,-11.3748,0.0037432,21.1674,21.1729,1,0.300442,-0.262329
544,-0.142455,-0.00406953,-0.354261,76.3953,-11.438,0.00332043,21.1461,21.152,1,0.306784,-0.261183
545,-0.135703,-0.00268008,-0.356261,76.5969,-11.5014,0.00289665,21.1249,21.1312,1,0.313367,-0.262368
546,-0.129037,-0.00127508,-0.358166,76.7983,-11.565,0.00247313,21.1038,21.1104,1,0.320179,-0.261172
547,-0.122455,0.000147118,-0.359977,76.9994,-11.629,0.00204849,21.0828,21.0897,1,0.327209,-0.262486
548,-0.115953,0.00158171,-0.361694,77.2002,-11.6931,0.0016148,21.0618,21.0689,1,0.334446,-0.261193
549,-0.109528,0.00303065,-0.363319,77.4007,-11.7576,0.00114894,21.0409,21.0482,1,0.341882,-0.262283
550,-0.103177,0.0044891,-0.364854,77.6009,-11.8222,0.00063122,21.02,21.0274,1,0.349508,-0.26123
551,-0.096898,0.0059594,-0.366299,77.8008,-11.8871,4.15855e-05,20.9992,21.0065,1,0.357316,-0.262445
552,-0.0906876,0.00743757,-0.367657,78.0004,-11.9522,-0.000635851,20.9783,20.9857,1,0.365301,-0.261228
553,-0.0845433,0.00892573,-0.368929,78.1997,-12.0176,-0.00141769,20.9575,20.9648,1,0.373454,-0.262372
554,-0.0784638,0.0104198,-0.370118,78.3987,-12.0831,-0.00231653,20.9366,20.9438,1,0.38177,-0.261141
555,-0.0724475,0.0119222,-0.371223,78.5974,-12.1489,-0.00334609,20.9158,20.9229,1,0.390241,-0.262457
556,-0.0664926,0.013429,-0.372249,78.7959,-12.2149,-0.00451633,20.895,20.9019,1,0.398864,-0.261253
557,-0.0605974,0.014943,-0.373196,78.994,-12.281,-0.00583878,20.8742,20.8809,1,0.407631,-0.262345
558,-0.054761,0.0164597,-0.374066,79.1919,-12.3474,-0.00732142,20.8535,20.8598,1,0.416538,-0.261173
559,-0.0489823,0.0179819,-0.374863,79.3895,-12.4139,-0.00897372,20.8327,20.8387,1,0.425579,-0.26242
560,-0.0432596,0.0195056,-0.375586,79.5868,-12.4806,-0.010802,20.8119,20.8176,1,0.43475,-0.261194
561,-0.037592,0.0210336,-0.37624,79.7838,-12.5474,-0.0128143,20.7911,20.7965,1,0.444046,-0.262406
562,-0.0319786,0.0225618,-0.376825,79.9806,-12.6144,-0.0150157,20.7703,20.7755,1,0.453463,-0.26116
563,-0.0264184,0.0240928,-0.377345,80.1771,-12.6816,-0.0174129,20.7497,20.755,1,0.462993,-0.262431
564,-0.0209104,0.0256228,-0.3778,80.3733,-12.7488,-0.0200101,20.7296,20.7352,1,0.472618,-0.261225
565,-0.0154537,0.0271545,-0.378194,80.5693,-12.8162,-0.0228133,20.7102,20.716,1,0.482318,-0.262384
566,-0.0100476,0.0286842,-0.378528,80.765,-12.8838,-0.025826,20.6915,20.6975,1,0.492076,-0.261125
567,-0.00469148,0.0302145,-0.378804,80.9605,-12.9514,-0.0290534,20.6734,20.6796,1,0.501873,-0.262453
568,0.000615616,0.0317418,-0.379026,81.1557,-13.0192,-0.0324982,20.6559,20.6624,1,0.511693,-0.261293
569,0.00587448,0.033269,-0.379194,81.3508,-13.087,-0.0361654,20.6392,20.6459,1,0.521519,-0.262341
570,0.0110855,0.0347924,-0.379311,81.5456,-13.155,-0.0400571,20.6232,20.6301,1,0.531334,-0.261183
571,0.016249,0.0363147,-0.379379,81.7402,-13.223,-0.0441777,20.6078,20.615,1,0.541123,-0.262342
572,0.0213662,0.0378327,-0.3794,81.9347,-13.2912,-0.0485289,20.5932,20.6007,1,0.550869,-0.261185
573,0.0264372,0.039349,-0.379377,82.1289,-13.3594,-0.0531148,20.5793,20.587,1,0.560558,-0.262498
574,0.0314624,0.0408605,-0.37931,82.323,-13.4277,-0.0579368,20.5662,20.5741,1,0.570176,-0.261223
575,0.0364427,0.04237,-0.379202,82.5169,-13.4961,-0.0629988,20.5537,20.562,1,0.579709,-0.26225
576,0.0413783,0.0438739,-0.379054,82.7107,-13.5645,-0.0683018,20.542,20.5506,1,0.589143,-0.261271
577,0.0462692,0.0453753,-0.378869,82.9043,-13.633,-0.0738492,20.5311,20.5399,1,0.598465,-0.2624
578,0.051116,0.0468713,-0.378649,83.0978,-13.7016,-0.0796421,20.5209,20.53,1,0.607664,-0.261187
579,0.0559193,0.0483645,-0.378394,83.2912,-13.7702,-0.0856837,20.5114,20.5209,1,0.616728,-0.262427
580,0.0606791,0.0498516,-0.378108,83.4844,-13.8388,-0.0919746,20.5026,20.5124,1,0.625645,-0.261198
581,0.0653957,0.051336,-0.37779,83.6775,-13.9075,-0.098518,20.4946,20.5047,1,0.634406,-0.262374
582,0.0700695,0.0528142,-0.377443,83.8706,-13.9762,-0.105314,20.4873,20.4978,1,0.642999,-0.261181
583,0.0747005,0.0542895,-0.377068,84.0635,-14.0449,-0.112367,20.4807,20.4915,1,0.651417,-0.262466
584,0.0792891,0.0557587,-0.376667,84.2564,-14.1137,-0.119675,20.4748,20.486,1,0.65965,-0.261214
585,0.0838354,0.0572249,-0.376241,84.4492,-14.1825,-0.127243,20.4696,20.4811,1,0.667691,-0.262295
586,0.0883399,0.0586849,-0.375791,84.6419,-14.2513,-0.13507,20.4651,20.477,1,0.675532,-0.261221
587,0.0928022,0.0601419,-0.375318,84.8346,-14.32,-0.143159,20.4613,20.4735,1,0.683167,-0.262459
588,0.0972228,0.061593,-0.374824,85.0272,-14.3889,-0.151509,20.4581,20.4706,1,0.690588,-0.261226
589,0.101602,0.0630411,-0.37431,85.2198,-14.4576,-0.160125,20.4556,20.4684,1,0.697792,-0.262305
590,0.10594,0.0644832,-0.373776,85.4124,-14.5264,-0.169004,20.4537,20.4668,1,0.704773,-0.261213
591,0.110237,0.0659224,-0.373224,85.6049,-14.5952,-0.178151,20.4523,20.4658,1,0.711527,-0.26247
592,0.114492,0.067356,-0.372654,85.7974,-14.664,-0.187564,20.4516,20.4654,1,0.718051,-0.261205
593,0.118707,0.0687869,-0.372067,85.99,-14.7327,-0.197246,20.4515,20.4656,1,0.724341,-0.262277
594,0.122881,0.0702119,-0.371465,86.1825,-14.8014,-0.207197,20.4519,20.4663,1,0.730395,-0.261239
595,0.127015,0.0716343,-0.370847,86.375,-14.8701,-0.217419,20.4528,20.4675,1,0.736213,-0.262435
596,0.131108,0.0730514,-0.370215,86.5675,-14.9388,-0.227911,20.4542,20.4692,1,0.741792,-0.261261
597,0.135161,0.0744661,-0.369568,86.7601,-15.0074,-0.238675,20.4561,20.4713,1,0.747132,-0.262338
598,0.139174,0.0758753,-0.368908,86.9527,-15.076,-0.249712,20.4585,20.4739,1,0.752234,-0.261182
599,0.143147,0.0772821,-0.368236,87.1453,-15.1445,-0.261022,20.4613,20.477,1,0.757097,-0.262416
600,0.147081,0.0786837,-0.36755,87.338,-15.213,-0.272606,20.4645,20.4804,1,0.761724,-0.261232
601,0.150975,0.0800833,-0.366853,87.5307,-15.2814,-0.284464,20.4681,20.4842,1,0.766116,-0.262362
602,0.15483,0.0814777,-0.366143,87.7234,-15.3497,-0.296597,20.472,20.4884,1,0.770274,-0.261149
603,0.158646,0.0828699,-0.365422,87.9162,-15.418,-0.309006,20.4763,20.4928,1,0.774203,-0.262455
604,0.162423,0.0842572,-0.36469,88.109,-15.4862,-0.32169,20.4809,20.4976,1,0.777904,-0.261299
605,0.166163,0.0856426,-0.363947,88.302,-15.5544,-0.334651,20.4858,20.5026,1,0.781382,-0.262287
606,0.169863,0.0870231,-0.363192,88.4949,-15.6224,-0.347887,20.491,20.5079,1,0.784641,-0.261241
607,0.173526,0.0884014,-0.362427,88.688,-15.6904,-0.361401,20.4964,20.5134,1,0.787684,-0.262369
608,0.177151,0.0897751,-0.361651,88.8811,-15.7583,-0.375191,20.502,20.5191,1,0.790517,-0.261138
609,0.180739,0.0911468,-0.360865,89.0743,-15.8261,-0.389258,20.5078,20.525,1,0.793145,-0.262423
610,0.18429,0.0925136,-0.360067,89.2675,-15.8938,-0.403602,20.5138,20.5311,1,0.795573,-0.26132
611,0.187804,0.0938787,-0.35926,89.4609,-15.9614,-0.418223,20.5199,20.5372,1,0.797807,-0.262336
612,0.191282,0.0952389,-0.358441,89.6543,-16.0288,-0.43312,20.5262,20.5435,1,0.799853,-0.261189
613,0.194723,0.0965971,-0.357612,89.8478,-16.0962,-0.448294,20.5325,20.5499,1,0.801716,-0.262291
614,0.198129,0.0979504,-0.356771,90.0414,-16.1635,-0.463745,20.5389,20.5563,1,0.803405,-0.261228
615,0.201499,0.0993018,-0.35592,90.2351,-16.2306,-0.479472,20.5454,20.5628,1,0.804924,-0.262445
616,0.204834,0.100648,-0.355058,90.4289,-16.2977,-0.495475,20.552,20.5693,1,0.806281,-0.261294
617,0.208135,0.101993,-0.354185,90.6227,-16.3646,-0.511754,20.5586,20.5759,1,0.807483,-0.262297
618,0.211402,0.103332,-0.3533,90.8167,-16.4313,-0.528307,20.5651,20.5824,1,0.808536,-0.26123
619,0.214634,0.104669,-0.352403,91.0107,-16.4979,-0.545137,20.5717,20.5889,1,0.809448,-0.262376
620,0.217833,0.106001,-0.351495,91.2049,-16.5644,-0.56224,20.5782,20.5953,1,0.810227,-0.261161
621,0.220998,0.107331,-0.350576,91.3991,-16.6308,-0.579617,20.5847,20.6017,1,0.810878,-0.262412
622,0.224131,0.108656,-0.349643,91.5934,-16.697,-0.597267,20.5912,20.6081,1,0.81141,-0.261291
623,0.227232,0.109978,-0.348699,91.7879,-16.763,-0.615191,20.5975,20.6143,1,0.811829,-0.262348
624,0.2303,0.111294,-0.347742,91.9824,-16.8289,-0.633386,20.6038,20.6205,1,0.812143,-0.261172
625,0.233337,0.112608,-0.346773,92.177,-16.8947,-0.651853,20.61,20.6265,1,0.812359,-0.262345
626,0.236343,0.113916,-0.345791,92.3717,-16.9602,-0.670589,20.616,20.6324,1,0.812484,-0.26127
627,0.239318,0.115222,-0.344796,92.5665,-17.0256,-0.689597,20.622,20.6382,1,0.812525,-0.262408
628,0.242263,0.116522,-0.343787,92.7614,-17.0908,-0.708872,20.6278,20.6439,1,0.812489,-0.261156
629,0.245177,0.117818,-0.342765,92.9563,-17.1559,-0.728416,20.6335,20.6494,1,0.812382,-0.262355
630,0.248063,0.119109,-0.341729,93.1514,-17.2208,-0.748227,20.6391,20.6548,1,0.812212,-0.261307
631,0.250919,0.120396,-0.340679,93.3465,-17.2854,-0.768305,20.6444,20.66,1,0.811985,-0.262371
632,0.253747,0.121678,-0.339615,93.5418,-17.3499,-0.788647,20.6497,20.6651,1,0.811707,-0.261146
633,0.256546,0.122955,-0.338537,93.7371,-17.4142,-0.809254,20.6547,20.67,1,0.811385,-0.262393
634,0.259318,0.124227,-0.337444,93.9325,-17.4784,-0.830124,20.6596,20.6747,1,0.811024,-0.261328
635,0.262062,0.125494,-0.336337,94.1281,-17.5423,-0.851257,20.6644,20.6792,1,0.81063,-0.262354
636,0.264779,0.126755,-0.335214,94.3236,-17.606,-0.87265,20.6689,20.6836,1,0.81021,-0.26117
637,0.26747,0.128012,-0.334078,94.5193,-17.6695,-0.894303,20.6733,20.6877,1,0.809768,-0.262301
638,0.270135,0.129262,-0.332925,94.7151,-17.7328,-0.916215,20.6775,20.6917,1,0.809309,-0.26128
639,0.272773,0.130508,-0.331758,94.9109,-17.7958,-0.938385,20.6815,20.6955,1,0.80884,-0.262391
640,0.275387,0.131748,-0.330575,95.1068,-17.8587,-0.960811,20.6853,20.6992,1,0.808364,-0.261241
641,0.277975,0.132982,-0.329378,95.3028,-17.9213,-0.983493,20.6889,20.7026,1,0.807886,-0.262386
642,0.280539,0.13421,-0.328164,95.4989,-17.9837,-1.00643,20.6924,20.7059,1,0.807411,-0.261126
643,0.283078,0.135433,-0.326935,95.6951,-18.0459,-1.02962,20.6957,20.709,1,0.806942,-0.262574
644,0.285593,0.136648,-0.325689,95.8913,-18.1079,-1.05306,20.6988,20.7119,1,0.806484,-0.261111
645,0.288083,0.137859,-0.324427,96.0876,-18.1696,-1.07675,20.7017,20.7146,1,0.80604,-0.262286
646,0.290543,0.139061,-0.323146,96.284,-18.2311,-1.10068,20.7045,20.7172,1,0.805614,-0.261222
647,0.292971,0.140258,-0.321846,96.4804,-18.2923,-1.12487,20.7071,20.7196,1,0.805209,-0.26245
648,0.295363,0.141447,-0.320526,96.6769,-18.3533,-1.1493,20.7095,20.7218,1,0.804828,-0.261313
649,0.297715,0.142629,-0.319184,96.8735,-18.414,-1.17398,20.7117,20.7238,1,0.804473,-0.26238
650,0.300023,0.143801,-0.31782,97.0702,-18.4745,-1.1989,20.7138,20.7258,1,0.804148,-0.261147
651,0.302285,0.144966,-0.316433,97.2669,-18.5347,-1.22407,20.7158,20.7275,1,0.803854,-0.262311
652,0.304498,0.14612,-0.315021,97.4637,-18.5947,-1.24947,20.7176,20.7291,1,0.803594,-0.261235
653,0.306659,0.147267,-0.313585,97.6605,-18.6544,-1.27512,20.7192,20.7306,1,0.803369,-0.26244
654,0.308766,0.148403,-0.312124,97.8574,-18.7139,-1.301,20.7207,20.7319,1,0.803181,-0.261265
655,0.310819,0.149531,-0.310637,98.0544,-18.773,-1.32712,20.7221,20.7331,1,0.803032,-0.262363
656,0.312816,0.150647,-0.309123,98.2514,-18.832,-1.35348,20.7234,20.7342,1,0.802923,-0.261157
657,0.314757,0.151755,-0.307585,98.4485,-18.8906,-1.38007,20.7246,20.7351,1,0.802855,-0.262388
658,0.316642,0.152851,-0.306019,98.6457,-18.9489,-1.4069,20.7256,20.736,1,0.802828,-0.261253
659,0.31847,0.153938,-0.304428,98.8429,-19.007,-1.43395,20.7265,20.7367,1,0.802844,-0.262433
660,0.320241,0.155014,-0.302811,99.0402,-19.0648,-1.46124,20.7274,20.7373,1,0.802903,-0.261086
661,0.321958,0.156081,-0.301168,99.2375,-19.1223,-1.48876,20.7281,20.7379,1,0.803005,-0.262353
662,0.323619,0.157135,-0.2995,99.4349,-19.1795,-1.51651,20.7288,20.7383,1,0.80315,-0.261389
663,0.325226,0.158182,-0.297807,99.6324,-19.2364,-1.54448,20.7293,20.7387,1,0.803339,-0.262279
664,0.32678,0.159217,-0.296089,99.8299,-19.2931,-1.57268,20.7298,20.739,1,0.803571,-0.261253
665,0.328281,0.160243,-0.294348,100.027,-19.3494,-1.60111,20.7302,20.7392,1,0.803846,-0.262431
666,0.329732,0.161258,-0.292583,100.225,-19.4054,-1.62976,20.7306,20.7394,1,0.804163,-0.261103
667,0.331132,0.162265,-0.290795,100.423,-19.4612,-1.65863,20.7309,20.7395,1,0.804523,-0.262352
668,0.332483,0.163261,-0.288985,100.62,-19.5166,-1.68773,20.7311,20.7396,1,0.804924,-0.261362
669,0.333786,0.164249,-0.287153,100.818,-19.5717,-1.71704,20.7313,20.7396,1,0.805365,-0.262309
670,0.335042,0.165227,-0.2853,101.016,-19.6265,-1.74658,20.7315,20.7395,1,0.805847,-0.261218
671,0.336252,0.166197,-0.283427,101.214,-19.681,-1.77633,20.7316,20.7395,1,0.806367,-0.262444
672,0.337417,0.167158,-0.281534,101.412,-19.7352,-1.8063,20.7317,20.7394,1,0.806925,-0.261156
673,0.338537,0.168112,-0.279623,101.61,-19.789,-1.83649,20.7317,20.7392,1,0.80752,-0.262326
674,0.339615,0.169056,-0.277694,101.808,-19.8425,-1.86689,20.7318,20.7391,1,0.808151,-0.261271
675,0.340651,0.169994,-0.275747,102.006,-19.8958,-1.89751,20.7318,20.7389,1,0.808816,-0.262405
676,0.341644,0.170923,-0.273784,102.204,-19.9486,-1.92834,20.7318,20.7387,1,0.809514,-0.261202
677,0.342598,0.171846,-0.271805,102.402,-20.0012,-1.95938,20.7317,20.7385,1,0.810243,-0.262399
678,0.343511,0.172761,-0.269811,102.601,-20.0534,-1.99064,20.7317,20.7384,1,0.811003,-0.261193
679,0.344385,0.173671,-0.267803,102.799,-20.1053,-2.02211,20.7317,20.7382,1,0.811793,-0.262407
680,0.345221,0.174573,-0.265781,102.997,-20.1568,-2.05378,20.7316,20.738,1,0.81261,-0.26121
681,0.346019,0.175471,-0.263747,103.196,-20.208,-2.08567,20.7316,20.7378,1,0.813453,-0.262389
682,0.346779,0.176362,-0.261701,103.394,-20.2589,-2.11776,20.7316,20.7376,1,0.81432,-0.26118
683,0.347503,0.177249,-0.259643,103.593,-20.3094,-2.15006,20.7316,20.7375,1,0.815211,-0.262419
684,0.348191,0.178129,-0.257575,103.791,-20.3596,-2.18256,20.7315,20.7374,1,0.816124,-0.261235
685,0.348843,0.179006,-0.255497,103.99,-20.4094,-2.21528,20.7315,20.7372,1,0.817057,-0.262363
686,0.34946,0.179877,-0.25341,104.189,-20.4589,-2.24819,20.7316,20.7372,1,0.818009,-0.261149
687,0.350042,0.180745,-0.251315,104.387,-20.508,-2.28131,20.7316,20.7371,1,0.818979,-0.26245
