step,roll,pitch,yaw,position_n,position_e,position_d,velocity_u,Va,gear_deploy,throttle,elevator
1227,-0.0317302,0.243462,0.0355948,214.831,-19.5491,-31.3929,21.7119,21.7142,0.0550232,0.770833,0.0175291
1228,-0.0317024,0.243413,0.0354252,215.041,-19.5414,-31.4477,21.7128,21.715,0.0544757,0.770689,0.0185541
1229,-0.0316741,0.243365,0.0352558,215.251,-19.5338,-31.5024,21.7136,21.7158,0.0539337,0.770545,0.0175285
1230,-0.0316458,0.243316,0.0350866,215.461,-19.5263,-31.5572,21.7144,21.7167,0.053397,0.770403,0.0186563
1231,-0.0316179,0.243269,0.0349175,215.671,-19.5187,-31.6119,21.7152,21.7175,0.0528657,0.770261,0.0175566
1232,-0.0315894,0.24322,0.0347485,215.881,-19.5112,-31.6666,21.716,21.7183,0.0523397,0.770121,0.0185032
1233,-0.031561,0.243173,0.0345798,216.091,-19.5038,-31.7213,21.7168,21.7191,0.0518189,0.769981,0.0174078
1234,-0.0315328,0.243125,0.034411,216.301,-19.4963,-31.7761,21.7176,21.7199,0.0513033,0.769843,0.0184565
1235,-0.0315043,0.243079,0.0342426,216.511,-19.4889,-31.8308,21.7184,21.7207,0.0507928,0.769705,0.01736
1236,-0.0314759,0.243031,0.0340742,216.721,-19.4816,-31.8855,21.7192,21.7214,0.0502874,0.769569,0.0185633
1237,-0.0314476,0.242984,0.0339061,216.931,-19.4743,-31.9401,21.72,21.7222,0.0497871,0.769433,0.0173638
1238,-0.031419,0.242936,0.0337379,217.142,-19.467,-31.9948,21.7208,21.723,0.0492917,0.769298,0.0182902
1239,-0.0313903,0.242891,0.0335701,217.352,-19.4597,-32.0495,21.7216,21.7238,0.0488012,0.769165,0.017355
1240,-0.0313619,0.242843,0.0334024,217.562,-19.4525,-32.1042,21.7223,21.7246,0.0483156,0.769032,0.0183883
1241,-0.0313336,0.242797,0.0332348,217.772,-19.4453,-32.1588,21.7231,21.7253,0.0478349,0.768901,0.0172051
1242,-0.031305,0.24275,0.0330674,217.982,-19.4382,-32.2135,21.7239,21.7261,0.0473589,0.76877,0.0183713
1243,-0.0312765,0.242705,0.0329001,218.192,-19.431,-32.2681,21.7247,21.7269,0.0468877,0.76864,0.0172504
1244,-0.0312479,0.242658,0.0327329,218.402,-19.424,-32.3227,21.7254,21.7276,0.0464212,0.768511,0.0182846
1245,-0.0312193,0.242613,0.032566,218.613,-19.4169,-32.3774,21.7262,21.7284,0.0459593,0.768383,0.0171045
1246,-0.0311909,0.242566,0.0323991,218.823,-19.4099,-32.432,21.727,21.7292,0.045502,0.768256,0.018274
1247,-0.0311624,0.242522,0.0322325,219.033,-19.4029,-32.4866,21.7277,21.7299,0.0450492,0.76813,0.0172042
1248,-0.0311338,0.242475,0.0320659,219.243,-19.396,-32.5412,21.7285,21.7307,0.044601,0.768005,0.0182262
1249,-0.0311053,0.242431,0.0318996,219.453,-19.3891,-32.5958,21.7292,21.7314,0.0441572,0.767881,0.0170089
1250,-0.0310771,0.242385,0.0317333,219.664,-19.3822,-32.6504,21.73,21.7322,0.0437178,0.767757,0.0181244
1251,-0.0310485,0.242341,0.0315672,219.874,-19.3754,-32.7049,21.7307,21.7329,0.0432828,0.767635,0.0171596
1252,-0.03102,0.242295,0.0314013,220.084,-19.3686,-32.7595,21.7315,21.7337,0.0428521,0.767513,0.0181047
1253,-0.0309918,0.242251,0.0312356,220.294,-19.3618,-32.8141,21.7322,21.7344,0.0424257,0.767392,0.0169807
1254,-0.0309635,0.242205,0.03107,220.505,-19.3551,-32.8686,21.7329,21.7351,0.0420036,0.767273,0.018224
1255,-0.0309352,0.242162,0.0309045,220.715,-19.3484,-32.9232,21.7337,21.7359,0.0415857,0.767154,0.0170081
1256,-0.0309068,0.242116,0.0307391,220.925,-19.3417,-32.9777,21.7344,21.7366,0.0411719,0.767035,0.0179085
1257,-0.0308784,0.242073,0.030574,221.136,-19.3351,-33.0323,21.7351,21.7373,0.0407622,0.766918,0.0170416
1258,-0.0308503,0.242028,0.030409,221.346,-19.3285,-33.0868,21.7359,21.738,0.0403566,0.766802,0.0180042
1259,-0.0308223,0.241985,0.0302441,221.556,-19.3219,-33.1413,21.7366,21.7388,0.0399551,0.766686,0.0168701
1260,-0.0307942,0.24194,0.0300794,221.767,-19.3154,-33.1958,21.7373,21.7395,0.0395575,0.766571,0.0181089
1261,-0.0307662,0.241897,0.0299148,221.977,-19.3089,-33.2503,21.738,21.7402,0.0391639,0.766457,0.0169068
1262,-0.030738,0.241853,0.0297503,222.187,-19.3024,-33.3048,21.7387,21.7409,0.0387742,0.766344,0.0178185
1263,-0.0307099,0.24181,0.0295861,222.398,-19.296,-33.3593,21.7394,21.7416,0.0383884,0.766232,0.0169228
1264,-0.0306821,0.241766,0.0294219,222.608,-19.2896,-33.4138,21.7401,21.7423,0.0380064,0.76612,0.0179204
1265,-0.0306544,0.241723,0.029258,222.819,-19.2833,-33.4683,21.7408,21.743,0.0376283,0.76601,0.0167575
1266,-0.0306266,0.241679,0.0290941,223.029,-19.277,-33.5228,21.7416,21.7437,0.0372538,0.7659,0.0179733
1267,-0.0305989,0.241637,0.0289304,223.239,-19.2707,-33.5772,21.7423,21.7444,0.0368832,0.765791,0.016827
1268,-0.0305711,0.241593,0.0287668,223.45,-19.2644,-33.6317,21.7429,21.7451,0.0365162,0.765682,0.0177834
1269,-0.0305433,0.241551,0.0286035,223.66,-19.2582,-33.6861,21.7436,21.7458,0.0361528,0.765575,0.0167593
1270,-0.030516,0.241508,0.0284402,223.871,-19.252,-33.7406,21.7443,21.7465,0.0357931,0.765468,0.0178799
1271,-0.0304885,0.241466,0.0282771,224.081,-19.2459,-33.795,21.745,21.7472,0.035437,0.765362,0.0166383
1272,-0.0304612,0.241423,0.0281141,224.292,-19.2398,-33.8494,21.7457,21.7479,0.0350844,0.765257,0.0177712
1273,-0.0304337,0.241382,0.0279512,224.502,-19.2337,-33.9038,21.7464,21.7485,0.0347353,0.765152,0.0167731
1274,-0.0304063,0.241338,0.0277886,224.713,-19.2276,-33.9582,21.7471,21.7492,0.0343896,0.765048,0.0177566
1275,-0.0303793,0.241297,0.0276261,224.923,-19.2216,-34.0126,21.7478,21.7499,0.0340475,0.764945,0.0165952
1276,-0.0303523,0.241254,0.0274637,225.134,-19.2156,-34.067,21.7484,21.7506,0.0337087,0.764843,0.0178105
1277,-0.0303253,0.241213,0.0273014,225.344,-19.2097,-34.1214,21.7491,21.7512,0.0333733,0.764742,0.0166871
1278,-0.0302982,0.241171,0.0271392,225.555,-19.2038,-34.1758,21.7498,21.7519,0.0330412,0.764641,0.0176478
1279,-0.0302712,0.24113,0.0269773,225.765,-19.1979,-34.2302,21.7504,21.7526,0.0327124,0.764541,0.0165938
1280,-0.0302446,0.241087,0.0268155,225.976,-19.1921,-34.2846,21.7511,21.7532,0.0323869,0.764441,0.017694
1281,-0.0302178,0.241047,0.0266538,226.186,-19.1863,-34.3389,21.7518,21.7539,0.0320647,0.764343,0.0165186
1282,-0.0301912,0.241005,0.0264922,226.397,-19.1805,-34.3933,21.7524,21.7546,0.0317456,0.764244,0.0176911
1283,-0.0301647,0.240964,0.0263308,226.607,-19.1747,-34.4476,21.7531,21.7552,0.0314298,0.764147,0.0165763
1284,-0.0301381,0.240922,0.0261695,226.818,-19.169,-34.502,21.7537,21.7559,0.031117,0.76405,0.0176182
1285,-0.0301117,0.240882,0.0260084,227.028,-19.1634,-34.5563,21.7544,21.7565,0.0308074,0.763955,0.0164438
1286,-0.0300855,0.24084,0.0258474,227.239,-19.1577,-34.6106,21.7551,21.7572,0.0305009,0.763859,0.0176216
1287,-0.0300593,0.2408,0.0256865,227.45,-19.1521,-34.665,21.7557,21.7578,0.0301974,0.763765,0.0165571
1288,-0.030033,0.240759,0.0255258,227.66,-19.1465,-34.7193,21.7563,21.7585,0.0298969,0.763671,0.0175836
1289,-0.030007,0.240719,0.0253653,227.871,-19.141,-34.7736,21.757,21.7591,0.0295994,0.763577,0.0163739
1290,-0.0299813,0.240677,0.0252047,228.082,-19.1355,-34.8279,21.7576,21.7597,0.0293049,0.763485,0.0174903
1291,-0.0299553,0.240638,0.0250444,228.292,-19.13,-34.8822,21.7583,21.7604,0.0290133,0.763393,0.0165331
1292,-0.0299294,0.240597,0.0248842,228.503,-19.1246,-34.9365,21.7589,21.761,0.0287246,0.763301,0.0174874
1293,-0.0299039,0.240557,0.0247242,228.714,-19.1192,-34.9907,21.7595,21.7616,0.0284388,0.76321,0.0163688
1294,-0.0298783,0.240516,0.0245643,228.924,-19.1138,-35.045,21.7602,21.7623,0.0281559,0.76312,0.0176217
1295,-0.029853,0.240477,0.0244045,229.135,-19.1085,-35.0993,21.7608,21.7629,0.0278757,0.763031,0.0164037
1296,-0.0298275,0.240436,0.0242448,229.346,-19.1032,-35.1535,21.7614,21.7635,0.0275983,0.762942,0.017302
1297,-0.0298019,0.240397,0.0240853,229.556,-19.0979,-35.2078,21.7621,21.7641,0.0273237,0.762853,0.0164602
1298,-0.0297769,0.240357,0.0239259,229.767,-19.0927,-35.262,21.7627,21.7648,0.0270518,0.762766,0.0174055
1299,-0.0297519,0.240318,0.0237667,229.978,-19.0875,-35.3163,21.7633,21.7654,0.0267827,0.762679,0.0162949
1300,-0.0297269,0.240277,0.023606,230.188,-19.0823,-35.3705,21.7639,21.766,0.0265162,0.762592,0.0309856
1301,-0.0296957,0.240234,0.0234354,230.399,-19.0772,-35.4248,21.7645,21.7666,0.0262523,0.762506,0.0468034
1302,-0.0296234,0.240167,0.0232403,230.61,-19.0721,-35.479,21.7651,21.7672,0.0259911,0.762421,0.0590774
1303,-0.029455,0.240053,0.0230107,230.821,-19.067,-35.5333,21.7656,21.7677,0.0257325,0.762338,0.0658273
1304,-0.0291555,0.239879,0.0227395,231.031,-19.062,-35.5876,21.7661,21.7682,0.0254765,0.762257,0.0706972
1305,-0.0287053,0.23965,0.0224229,231.242,-19.057,-35.6419,21.7665,21.7688,0.025223,0.762178,0.0724624
1306,-0.0280982,0.239371,0.0220596,231.453,-19.052,-35.6962,21.767,21.7693,0.024972,0.762101,0.0727981
1307,-0.0273373,0.239056,0.0216511,231.664,-19.0471,-35.7506,21.7674,21.7698,0.0247235,0.762027,0.0710858
1308,-0.0264355,0.238715,0.0211989,231.874,-19.0422,-35.8049,21.7678,21.7704,0.0244775,0.761955,0.0691029
1309,-0.0254047,0.238361,0.020707,232.085,-19.0373,-35.8593,21.7682,21.7709,0.024234,0.761884,0.065751
1310,-0.0242637,0.238003,0.0201781,232.296,-19.0325,-35.9136,21.7687,21.7715,0.0239928,0.761814,0.0627494
1311,-0.0230264,0.237648,0.0196174,232.507,-19.0277,-35.9678,21.7692,21.7721,0.0237541,0.761745,0.0591429
1312,-0.0217123,0.237303,0.0190282,232.718,-19.0229,-36.0221,21.7697,21.7727,0.0235177,0.761676,0.055979
1313,-0.0203338,0.236972,0.0184155,232.928,-19.0182,-36.0763,21.7702,21.7733,0.0232837,0.761607,0.0524633
1314,-0.018908,0.236658,0.0177826,233.139,-19.0135,-36.1304,21.7708,21.774,0.0230521,0.761536,0.0495915
1315,-0.0174441,0.236363,0.0171344,233.35,-19.0089,-36.1845,21.7714,21.7747,0.0228227,0.761464,0.0466902
1316,-0.0159568,0.236087,0.0164737,233.561,-19.0043,-36.2386,21.772,21.7754,0.0225956,0.761389,0.0442637
1317,-0.0144517,0.23583,0.0158049,233.772,-18.9997,-36.2925,21.7727,21.7761,0.0223708,0.761313,0.0418675
1318,-0.0129406,0.235592,0.0151302,233.983,-18.9952,-36.3465,21.7734,21.7768,0.0221482,0.761233,0.039781
1319,-0.0114254,0.235372,0.0144536,234.194,-18.9907,-36.4003,21.7741,21.7776,0.0219278,0.76115,0.0383023
1320,-0.00991619,0.235168,0.0137767,234.405,-18.9862,-36.4542,21.7748,21.7783,0.0217096,0.761064,0.0366704
1321,-0.00841223,0.234978,0.013103,234.616,-18.9818,-36.5079,21.7755,21.7791,0.0214936,0.760975,0.0352295
1322,-0.00692104,0.234802,0.0124336,234.827,-18.9775,-36.5616,21.7762,21.7799,0.0212797,0.760881,0.0341592
1323,-0.00544068,0.234639,0.0117717,235.038,-18.9731,-36.6152,21.777,21.7807,0.021068,0.760784,0.0330535
1324,-0.00397684,0.234486,0.0111178,235.249,-18.9689,-36.6688,21.7777,21.7815,0.0208584,0.760683,0.0321075
1325,-0.00252588,0.234343,0.0104748,235.46,-18.9646,-36.7224,21.7785,21.7823,0.0206508,0.760577,0.0315572
1326,-0.00109324,0.234208,0.00984297,235.671,-18.9604,-36.7759,21.7792,21.7831,0.0204453,0.760468,0.0308132
1327,0.000325653,0.23408,0.00922474,235.882,-18.9563,-36.8293,21.78,21.7839,0.0202419,0.760355,0.0301049
1328,0.00172641,0.233959,0.00862017,236.093,-18.9522,-36.8827,21.7808,21.7847,0.0200405,0.760238,0.0295807
1329,0.00311382,0.233844,0.00803143,236.305,-18.9481,-36.936,21.7815,21.7856,0.0198411,0.760118,0.0291185
1330,0.00448391,0.233734,0.00745827,236.516,-18.9441,-36.9893,21.7823,21.7864,0.0196437,0.759994,0.0286313
1331,0.00584202,0.233628,0.00690275,236.727,-18.9402,-37.0426,21.7831,21.7872,0.0194482,0.759867,0.0281821
1332,0.00718393,0.233526,0.0063644,236.938,-18.9363,-37.0958,21.7838,21.788,0.0192547,0.759736,0.027719
1333,0.00851518,0.233428,0.00584507,237.149,-18.9324,-37.149,21.7846,21.7888,0.0190631,0.759602,0.0273999
1334,0.00983169,0.233333,0.00534406,237.361,-18.9286,-37.2022,21.7854,21.7896,0.0188734,0.759465,0.0269946
1335,0.0111392,0.233242,0.00486312,237.572,-18.9248,-37.2553,21.7861,21.7904,0.0186856,0.759326,0.02652
1336,0.0124334,0.233153,0.00440146,237.783,-18.9211,-37.3084,21.7869,21.7912,0.0184997,0.759184,0.0261244
1337,0.0137196,0.233067,0.00396057,237.995,-18.9174,-37.3614,21.7876,21.792,0.0183156,0.759039,0.0258222
1338,0.0149941,0.232983,0.0035395,238.206,-18.9138,-37.4144,21.7884,21.7928,0.0181334,0.758893,0.0254209
1339,0.0162622,0.232902,0.0031397,238.417,-18.9102,-37.4674,21.7891,21.7936,0.017953,0.758744,0.024955
1340,0.0175194,0.232824,0.00276009,238.629,-18.9067,-37.5204,21.7899,21.7944,0.0177743,0.758594,0.024516
1341,0.0187712,0.232747,0.00240195,238.84,-18.9032,-37.5733,21.7907,21.7951,0.0175975,0.758442,0.0242742
1342,0.0200134,0.232674,0.00206407,239.052,-18.8998,-37.6262,21.7914,21.7959,0.0174224,0.758289,0.0238877
1343,0.0212511,0.232602,0.00174768,239.263,-18.8964,-37.6791,21.7922,21.7967,0.017249,0.758134,0.0232874
1344,0.02248,0.232532,0.00145148,239.474,-18.8931,-37.7319,21.7929,21.7974,0.0170774,0.757978,0.0228813
1345,0.0237051,0.232465,0.00117651,239.686,-18.8898,-37.7847,21.7936,21.7982,0.0169075,0.757822,0.0226576
1346,0.0249221,0.2324,0.000921466,239.897,-18.8865,-37.8375,21.7944,21.7989,0.0167392,0.757664,0.0221199
1347,0.0261357,0.232337,0.000687258,240.109,-18.8833,-37.8903,21.7951,21.7996,0.0165727,0.757506,0.0217688
1348,0.0273419,0.232276,0.000472446,240.32,-18.8801,-37.9431,21.7959,21.8004,0.0164078,0.757348,0.0213304
1349,0.0285454,0.232218,0.000277979,240.532,-18.877,-37.9958,21.7966,21.8011,0.0162445,0.757188,0.0208837
1350,0.0297416,0.232161,0.000102268,240.743,-18.8739,-38.0485,21.7974,21.8018,0.0160829,0.757029,0.020407
1351,0.0309356,0.232107,-5.37782e-05,240.955,-18.8708,-38.1012,21.7981,21.8025,0.0159229,0.75687,0.0201286
1352,0.0321224,0.232054,-0.000191778,241.166,-18.8678,-38.1538,21.7988,21.8032,0.0157644,0.75671,0.0196821
1353,0.0333071,0.232004,-0.00031093,241.378,-18.8648,-38.2065,21.7996,21.804,0.0156076,0.756551,0.0191743
1354,0.0344849,0.231955,-0.000412917,241.59,-18.8618,-38.2591,21.8003,21.8046,0.0154523,0.756392,0.018676
1355,0.0356609,0.231909,-0.000496935,241.801,-18.8589,-38.3117,21.801,21.8053,0.0152985,0.756233,0.0185094
1356,0.0368299,0.231864,-0.000564698,242.013,-18.856,-38.3643,21.8017,21.806,0.0151463,0.756074,0.0180336
1357,0.0379969,0.231822,-0.000615497,242.224,-18.8531,-38.4169,21.8025,21.8067,0.0149956,0.755916,0.0174933
1358,0.0391571,0.231781,-0.000650973,242.436,-18.8503,-38.4694,21.8032,21.8074,0.0148464,0.755758,0.0171322
1359,0.0403151,0.231743,-0.000670534,242.648,-18.8475,-38.5219,21.8039,21.8081,0.0146986,0.755601,0.016751
1360,0.0414662,0.231706,-0.000675875,242.859,-18.8447,-38.5745,21.8046,21.8087,0.0145524,0.755445,0.0163156
1361,0.0426152,0.231671,-0.000666288,243.071,-18.8419,-38.627,21.8053,21.8094,0.0144076,0.755289,0.0159533
1362,0.043757,0.231637,-0.000643589,243.283,-18.8392,-38.6794,21.806,21.81,0.0142642,0.755134,0.0155311
1363,0.0448966,0.231606,-0.000607028,243.494,-18.8364,-38.7319,21.8067,21.8107,0.0141223,0.75498,0.0151543
1364,0.0460287,0.231576,-0.000558354,243.706,-18.8337,-38.7844,21.8074,21.8113,0.0139818,0.754827,0.0147342
1365,0.0471581,0.231548,-0.000496903,243.918,-18.831,-38.8368,21.8081,21.812,0.0138427,0.754675,0.0144071
1366,0.0482798,0.231522,-0.000424544,244.129,-18.8283,-38.8892,21.8088,21.8126,0.0137049,0.754524,0.0140126
1367,0.049399,0.231497,-0.000340448,244.341,-18.8257,-38.9417,21.8095,21.8132,0.0135686,0.754374,0.0136216
1368,0.0505101,0.231474,-0.000246244,244.553,-18.823,-38.9941,21.8101,21.8138,0.0134335,0.754226,0.0132881
1369,0.0516175,0.231453,-0.000141484,244.765,-18.8204,-39.0465,21.8108,21.8144,0.0132999,0.754078,0.0128899
1370,0.0527171,0.231434,-2.77601e-05,244.976,-18.8177,-39.0988,21.8115,21.815,0.0131675,0.753932,0.0124866
1371,0.0538131,0.231415,9.56573e-05,245.188,-18.8151,-39.1512,21.8121,21.8156,0.0130365,0.753788,0.012284
1372,0.0549005,0.231399,0.000226984,245.4,-18.8124,-39.2036,21.8128,21.8162,0.0129068,0.753645,0.0119669
1373,0.0559841,0.231384,0.000367068,245.612,-18.8098,-39.2559,21.8134,21.8168,0.0127784,0.753503,0.0114456
1374,0.0570587,0.23137,0.000514285,245.823,-18.8072,-39.3083,21.814,21.8174,0.0126512,0.753363,0.0112122
1375,0.0581288,0.231358,0.000669258,246.035,-18.8045,-39.3606,21.8146,21.818,0.0125254,0.753225,0.0109017
1376,0.0591899,0.231347,0.000830465,246.247,-18.8019,-39.4129,21.8153,21.8185,0.0124007,0.753088,0.0105761
1377,0.0602461,0.231338,0.000998679,246.459,-18.7993,-39.4653,21.8159,21.8191,0.0122773,0.752953,0.0103037
1378,0.0612927,0.23133,0.00117218,246.671,-18.7966,-39.5176,21.8165,21.8196,0.0121552,0.75282,0.0099907
1379,0.0623347,0.231323,0.00135194,246.883,-18.7939,-39.5699,21.817,21.8202,0.0120342,0.752689,0.00971332
1380,0.0633666,0.231318,0.0015365,247.094,-18.7913,-39.6222,21.8176,21.8207,0.0119145,0.75256,0.00943471
1381,0.0643926,0.231314,0.00172647,247.306,-18.7886,-39.6745,21.8182,21.8212,0.0117959,0.752433,0.00916318
1382,0.0654087,0.231311,0.00192046,247.518,-18.7859,-39.7267,21.8188,21.8218,0.0116786,0.752308,0.00887445
1383,0.0664191,0.231309,0.00211936,247.73,-18.7832,-39.779,21.8193,21.8223,0.0115624,0.752185,0.00867676
1384,0.0674189,0.231308,0.00232158,247.942,-18.7805,-39.8313,21.8199,21.8228,0.0114473,0.752064,0.00842755
1385,0.0684129,0.231309,0.00252817,248.154,-18.7777,-39.8836,21.8204,21.8233,0.0113334,0.751946,0.00814029
1386,0.0693959,0.23131,0.00273774,248.365,-18.7749,-39.9358,21.8209,21.8238,0.0112206,0.75183,0.00797626
1387,0.0703724,0.231313,0.0029511,248.577,-18.7721,-39.9881,21.8214,21.8242,0.011109,0.751716,0.00767631
1388,0.0713378,0.231317,0.00316684,248.789,-18.7693,-40.0404,21.8219,21.8247,0.0109985,0.751605,0.00740971
1389,0.072297,0.231321,0.00338604,249.001,-18.7665,-40.0926,21.8224,21.8252,0.010889,0.751496,0.00739461
1390,0.0732447,0.231327,0.00360731,249.213,-18.7636,-40.1449,21.8229,21.8256,0.0107807,0.75139,0.00711237
1391,0.0741855,0.231333,0.00383163,249.425,-18.7607,-40.1971,21.8234,21.8261,0.0106734,0.751286,0.0069113
1392,0.0751148,0.231341,0.00405769,249.637,-18.7578,-40.2494,21.8239,21.8265,0.0105672,0.751185,0.00670604
1393,0.0760372,0.231349,0.00428655,249.849,-18.7549,-40.3016,21.8244,21.8269,0.0104621,0.751086,0.00659346
1394,0.0769477,0.231358,0.00451681,250.061,-18.7519,-40.3539,21.8248,21.8274,0.010358,0.750991,0.0064328
1395,0.0778515,0.231367,0.00474966,250.272,-18.7489,-40.4061,21.8253,21.8278,0.0102549,0.750897,0.00620174
1396,0.0787432,0.231377,0.00498385,250.484,-18.7458,-40.4584,21.8257,21.8282,0.0101529,0.750807,0.00611588
1397,0.0796276,0.231388,0.00522038,250.696,-18.7427,-40.5106,21.8261,21.8286,0.0100518,0.750719,0.00591498
1398,0.0805,0.2314,0.00545798,250.908,-18.7396,-40.5628,21.8265,21.829,0.00995182,0.750634,0.00573923
1399,0.0813654,0.231412,0.00569787,251.12,-18.7364,-40.6151,21.827,21.8294,0.0098528,0.750552,0.00574694
1400,0.0822186,0.231425,0.00593883,251.332,-18.7332,-40.6673,21.8274,21.8298,0.00975476,0.750473,0.00553891
1401,0.0830643,0.231438,0.00618196,251.544,-18.73,-40.7196,21.8278,21.8302,0.0096577,0.750396,0.00546145
1402,0.083898,0.231452,0.00642601,251.756,-18.7267,-40.7718,21.8282,21.8305,0.0095616,0.750323,0.00535221
1403,0.0847244,0.231466,0.00667225,251.968,-18.7234,-40.824,21.8285,21.8309,0.00946646,0.750252,0.00520433
1404,0.0855387,0.23148,0.00691945,252.18,-18.72,-40.8763,21.8289,21.8313,0.00937227,0.750184,0.00507592
1405,0.0863456,0.231495,0.00716882,252.392,-18.7166,-40.9285,21.8293,21.8316,0.00927901,0.750118,0.00508959
1406,0.0871404,0.23151,0.00741908,252.604,-18.7132,-40.9808,21.8296,21.832,0.00918669,0.750056,0.00503156
1407,0.0879281,0.231526,0.00767156,252.816,-18.7097,-41.033,21.83,21.8323,0.00909528,0.749996,0.00478304
1408,0.0887037,0.231541,0.00792514,253.028,-18.7061,-41.0853,21.8304,21.8326,0.00900478,0.749939,0.00481374
1409,0.0894718,0.231557,0.00818089,253.24,-18.7025,-41.1375,21.8307,21.833,0.00891518,0.749885,0.0046932
1410,0.0902282,0.231573,0.00843774,253.452,-18.6989,-41.1898,21.831,21.8333,0.00882647,0.749834,0.00459639
1411,0.0909774,0.231589,0.00869693,253.663,-18.6952,-41.242,21.8314,21.8336,0.00873865,0.749785,0.00464651
1412,0.0917147,0.231606,0.00895722,253.875,-18.6914,-41.2943,21.8317,21.8339,0.0086517,0.749739,0.00462186
1413,0.0924452,0.231622,0.00921996,254.087,-18.6877,-41.3465,21.832,21.8342,0.00856561,0.749695,0.00438623
1414,0.0931639,0.231638,0.00948406,254.299,-18.6838,-41.3988,21.8323,21.8345,0.00848038,0.749654,0.00444931
1415,0.0938755,0.231655,0.00975061,254.511,-18.6799,-41.451,21.8326,21.8348,0.008396,0.749616,0.00435672
1416,0.0945758,0.231671,0.0100186,254.723,-18.6759,-41.5033,21.833,21.8352,0.00831246,0.74958,0.00429953
1417,0.0952692,0.231687,0.0102892,254.935,-18.6719,-41.5555,21.8333,21.8354,0.00822975,0.749547,0.00433757
1418,0.0959512,0.231704,0.0105612,255.147,-18.6679,-41.6078,21.8336,21.8357,0.00814786,0.749516,0.00432176
1419,0.096627,0.23172,0.0108361,255.359,-18.6637,-41.6601,21.8339,21.836,0.00806679,0.749487,0.00416667
1420,0.0972914,0.231736,0.0111126,255.571,-18.6596,-41.7123,21.8342,21.8363,0.00798652,0.749461,0.00424539
1421,0.0979492,0.231752,0.011392,255.783,-18.6553,-41.7646,21.8344,21.8366,0.00790705,0.749437,0.004117
1422,0.0985962,0.231767,0.0116731,255.995,-18.651,-41.8169,21.8347,21.8369,0.00782838,0.749415,0.00404242
1423,0.0992371,0.231783,0.0119572,256.207,-18.6467,-41.8692,21.835,21.8372,0.00775048,0.749395,0.0042178
1424,0.0998671,0.231798,0.0122431,256.419,-18.6423,-41.9214,21.8353,21.8374,0.00767337,0.749378,0.00417465
1425,0.100491,0.231813,0.0125322,256.631,-18.6378,-41.9737,21.8356,21.8377,0.00759701,0.749362,0.00399771
1426,0.101105,0.231827,0.0128233,256.843,-18.6332,-42.026,21.8359,21.838,0.00752142,0.749348,0.00402571
1427,0.101712,0.231842,0.0131175,257.055,-18.6286,-42.0783,21.8361,21.8383,0.00744658,0.749337,0.004069
1428,0.10231,0.231856,0.0134138,257.267,-18.624,-42.1306,21.8364,21.8385,0.00737249,0.749326,0.00406885
1429,0.102902,0.23187,0.0137135,257.479,-18.6193,-42.1829,21.8367,21.8388,0.00729913,0.749318,0.00396059
1430,0.103484,0.231884,0.0140152,257.691,-18.6145,-42.2352,21.837,21.8391,0.0072265,0.749311,0.0039009
1431,0.10406,0.231897,0.0143204,257.903,-18.6096,-42.2875,21.8372,21.8394,0.0071546,0.749306,0.00407418
1432,0.104627,0.23191,0.0146279,258.115,-18.6047,-42.3398,21.8375,21.8396,0.00708341,0.749303,0.00395023
1433,0.105188,0.231922,0.0149388,258.327,-18.5997,-42.3921,21.8378,21.8399,0.00701293,0.7493,0.00398284
1434,0.10574,0.231934,0.015252,258.539,-18.5947,-42.4444,21.838,21.8402,0.00694315,0.7493,0.00398095
1435,0.106287,0.231946,0.0155687,258.751,-18.5896,-42.4967,21.8383,21.8404,0.00687406,0.7493,0.00390386
1436,0.106825,0.231957,0.0158877,258.963,-18.5844,-42.549,21.8386,21.8407,0.00680566,0.749302,0.0038583
1437,0.107358,0.231968,0.0162104,259.175,-18.5792,-42.6013,21.8389,21.841,0.00673795,0.749304,0.0039845
1438,0.107882,0.231979,0.0165355,259.387,-18.5738,-42.6536,21.8391,21.8412,0.0066709,0.749308,0.00388411
1439,0.108402,0.231989,0.0168641,259.599,-18.5685,-42.7059,21.8394,21.8415,0.00660453,0.749313,0.00392487
1440,0.108912,0.231999,0.0171952,259.811,-18.563,-42.7582,21.8397,21.8418,0.00653881,0.749318,0.0039263
1441,0.109418,0.232008,0.0175299,260.023,-18.5575,-42.8106,21.8399,21.8421,0.00647375,0.749325,0.00383954
1442,0.109916,0.232017,0.017867,260.235,-18.5519,-42.8629,21.8402,21.8423,0.00640933,0.749332,0.0038044
1443,0.11041,0.232025,0.0182078,260.447,-18.5462,-42.9152,21.8405,21.8426,0.00634556,0.74934,0.00392321
1444,0.110895,0.232034,0.018551,260.659,-18.5405,-42.9675,21.8408,21.8429,0.00628242,0.749349,0.00395506
1445,0.111376,0.232041,0.0188978,260.871,-18.5347,-43.0198,21.841,21.8432,0.00621991,0.749358,0.0037285
1446,0.111849,0.232048,0.0192471,261.083,-18.5288,-43.0722,21.8413,21.8434,0.00615802,0.749367,0.00378788
1447,0.112319,0.232055,0.0195999,261.295,-18.5229,-43.1245,21.8416,21.8437,0.00609675,0.749377,0.00385254
1448,0.11278,0.232062,0.0199552,261.507,-18.5169,-43.1768,21.8419,21.844,0.00603608,0.749387,0.00378951
